BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,NumberofBuildings,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,ENERGYSTARScore
Multifamily MR (5-9),Mid-Rise Multifamily,2012,6,24962,1.0,35.70000076,636744.375,186619.0938,0.0,4.44,73.0
Multifamily MR (5-9),Mid-Rise Multifamily,1997,7,73830,1.0,31.70000076,1869730.5,509816.9063,1302.349976,19.04,76.0
Multifamily MR (5-9),Mid-Rise Multifamily,1994,6,77577,1.0,41.09999847,2080866.75,386299.4063,7628.129883,49.7,89.0
NonResidential,Senior Care Community,1969,6,95117,1.0,104.3000031,7202141.5,1262310.5,28951.37891,183.79,1.0
Multifamily MR (5-9),Mid-Rise Multifamily,1926,7,54572,1.0,48.79999924,2664475.5,135984.9063,22004.95117,120.1,99.0
NonResidential,Worship Facility,1910,2,24600,1.0,13.5,331059.5,75706.79688,727.4799805,5.66,69.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,20378,1.0,31.70000076,645028.0,152247.2969,1255.599976,10.29,80.375
NonResidential,Worship Facility,1900,1,48850,1.0,28.89999962,1063480.5,70317.5,78.81000519,65.05,77.875
Multifamily MR (5-9),Mid-Rise Multifamily,2001,8,104452,1.0,44.70000076,2531070.25,545070.3125,6712.900391,48.62,86.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,21880,1.0,34.40000153,635698.6875,186312.5938,0.0,4.43,71.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,29562,1.1068883610451306,54.73211639909587,5403667.294533343,1086638.9665709303,13685.04537626651,119.72397089397089,67.91867350967233
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,84415,1.0,26.70000076,1688612.5,494904.0,0.0,11.77,91.0
Multifamily LR (1-4),Low-Rise Multifamily,1978,4,22000,1.0,7.0,154798.0938,45368.69922,0.0,1.08,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,4,21581,1.0,17.79999924,383524.0,112404.3984,0.0,2.67,81.875
Multifamily LR (1-4),Low-Rise Multifamily,1920,4,57212,1.0,34.09999847,1614673.625,473233.6875,0.0,11.26,23.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,2,131307,1.0,47.29999924,6206083.5,1720098.375,3371.070068,58.82,50.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,3,30420,1.0,34.5,1049638.75,189974.271985,4016.815277,25.8525,85.625
Multifamily LR (1-4),Low-Rise Multifamily,1966,4,39757,1.0,26.0,938833.625,275156.4063,0.0,6.54,73.0
NonResidential,Hospital,1961,3,54863,0.0,18.60000038,2037720.625,597221.6875,0.0,14.21,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,27328,1.0,51.79999924,1416488.75,68400.60156,11831.05957,64.46,73.0
Multifamily LR (1-4),Low-Rise Multifamily,1958,3,23200,1.0,28.79999924,669117.0,190373.9063,195.6100006,5.57,66.0
Multifamily LR (1-4),Low-Rise Multifamily,1907,3,20457,1.0,70.69999695,1534068.25,71073.89844,12915.63965,70.29,54.0
Multifamily MR (5-9),Mid-Rise Multifamily,1924,5,38160,1.0,64.30000305,2453333.0,196131.9063,17841.31055,99.42,80.5
Multifamily MR (5-9),Mid-Rise Multifamily,2006,6,46951,1.0,28.5,1038045.313,304233.5938,0.0,7.24,54.625
Multifamily LR (1-4),Low-Rise Multifamily,1916,4,30210,1.0,36.5,1104074.625,136340.7031,6388.800293,37.17,80.625
NonResidential,Warehouse,1964,1,25000,1.0,79.59999847,1989103.875,252526.5938,11274.83008,65.89,67.25
NonResidential,Warehouse,1960,1,25000,1.0,11.5,287132.5,42144.60156,1433.350098,8.61,92.375
NonResidential,Other,1927,1,22622,1.0,33.70000076,774075.6875,92448.89844,4586.399902,26.56,89.625
NonResidential,Small- and Mid-Sized Office,1917,3,27544,1.0,46.09999847,1031667.5,237431.0938,2215.526123,17.41,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,21264,1.0,61.5,1334125.125,88243.0,10330.40039,56.96,75.0
Multifamily MR (5-9),Mid-Rise Multifamily,1992,6,63102,1.0,34.70000076,1487769.5,436040.3125,0.0,10.37,93.0
Multifamily MR (5-9),Mid-Rise Multifamily,1925,6,26694,1.0,75.5,2195160.0,128980.2969,17550.79102,96.28,74.375
Multifamily MR (5-9),Mid-Rise Multifamily,2000,5,26442,1.0,29.0,767323.3125,108454.6016,3972.760254,23.68,96.0
Multifamily HR (10+),High-Rise Multifamily,1929,12,66924,1.0,73.5,4916451.5,255716.7031,40439.46094,220.86,85.0
Multifamily MR (5-9),Mid-Rise Multifamily,2008,6,24396,1.0,39.29999924,684234.875,115212.7031,2911.289795,18.2,84.0
Multifamily MR (5-9),Mid-Rise Multifamily,2000,6,49310,1.0,40.29999924,1831722.875,317725.9063,7476.419922,47.26,61.0
Multifamily MR (5-9),Mid-Rise Multifamily,2002,6,25200,1.0,31.70000076,839011.3125,160406.5938,2917.040039,19.31,72.75
Multifamily LR (1-4),Low-Rise Multifamily,1967,4,26294,0.0,22.0,577347.625,169210.9063,0.0,4.02,89.0
Multifamily LR (1-4),Low-Rise Multifamily,2005,4,36192,1.0,27.29999924,987288.8125,235661.0938,1832.130005,15.34,81.0
Multifamily MR (5-9),Mid-Rise Multifamily,1911,6,31008,1.0,72.5,2249130.0,470839.9063,6426.239746,45.33,10.0
Multifamily MR (5-9),Mid-Rise Multifamily,1979,5,53088,1.0,26.29999924,1395581.625,409021.5,0.0,9.73,76.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,20407,1.0,29.89999962,507625.5,148776.5,0.0,3.54,73.0
NonResidential,Small- and Mid-Sized Office,1989,7,47415,1.0,43.40000153,1478979.25,433464.0,0.0,10.31,69.0
Multifamily MR (5-9),Mid-Rise Multifamily,1991,5,21294,1.0,28.20000076,600368.0,175957.7969,0.0,4.19,80.0
Multifamily MR (5-9),Mid-Rise Multifamily,1991,5,30796,1.0,31.5,669787.8125,196303.5,0.0,4.67,68.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,43441,1.0,17.79999924,775007.6875,227141.7031,0.0,5.4,96.0
Multifamily MR (5-9),Mid-Rise Multifamily,1999,5,80083,1.0,26.70000076,1513700.625,443640.1875,0.0,10.55,96.0
Multifamily MR (5-9),Mid-Rise Multifamily,2009,6,47321,0.0,36.29999924,1719772.75,504036.5,0.0,11.99,87.0
NonResidential,Other,1961,3,22960,1.0,98.69999695,2266983.0,158947.0,17246.55469,95.38,61.25
Multifamily MR (5-9),Mid-Rise Multifamily,1966,5,61107,1.0,24.60000038,1479728.75,433683.5938,0.0,10.32,93.0
NonResidential,Supermarket / Grocery Store,1998,1,44739,1.0,326.0,14585813.0,2423889.75,63155.0,393.07,17.0
Multifamily LR (1-4),Low-Rise Multifamily,1984,4,42720,1.0,32.59999847,1391916.0,407947.1875,0.0,9.7,67.0
Multifamily LR (1-4),Low-Rise Multifamily,1909,3,21892,1.0,21.79999924,477284.0938,56408.30078,2848.189941,16.47,100.0
Multifamily MR (5-9),Mid-Rise Multifamily,1992,8,80705,1.0,20.89999962,1686765.875,423340.5,2423.280029,22.94,95.0
NonResidential,Mixed Use Property,1948,1,22778,1.0,56.5,2470566.0,65755.79688,22462.07031,120.86,72.625
NonResidential,Worship Facility,1956,2,21562,1.0,40.40000153,866806.0,55624.30078,6770.159668,37.28,20.0
Multifamily MR (5-9),Mid-Rise Multifamily,1960,5,31570,1.0,33.79999924,1066775.25,252601.7969,2048.979736,16.89,84.0
NonResidential,Other,1959,1,25753,1.0,53.5,1378130.25,67861.39844,11465.87012,62.51,80.875
NonResidential,Other,1928,3,71280,1.0,319.3999939,22767828.0,2206473.0,152393.4063,861.85,53.5
SPS-District K-12,K-12 School,1925,3,38297,1.0,48.20000076,1845150.625,183054.7031,12205.67871,69.18,85.0
NonResidential,Senior Care Community,1963,16,153312,1.0,93.0,20628680.0,1924631.5,140618.375,792.6,51.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,3,36702,1.0,24.70000076,680062.5,199314.9063,0.0,4.74,90.0
Multifamily LR (1-4),Low-Rise Multifamily,1922,2,46613,5.0,62.0,2148565.0,344594.3125,9728.089844,59.86,34.0
Multifamily LR (1-4),Low-Rise Multifamily,1962,3,22982,1.0,26.39999962,607579.6875,178071.4063,0.0,4.24,80.75
Multifamily LR (1-4),Low-Rise Multifamily,1958,3,25016,1.0,22.29999924,557082.1875,163271.4063,0.0,3.88,86.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,3,26896,1.0,24.0,645055.5,189054.9063,0.0,4.5,69.0
NonResidential,Mixed Use Property,2009,19,1206670,1.0,54.59999847,27684480.0,6841566.5,43410.53125,393.29,87.0
Multifamily LR (1-4),Low-Rise Multifamily,1929,3,22234,1.0,66.69999695,1117658.75,51416.39844,9422.259766,51.26,83.125
Multifamily MR (5-9),Mid-Rise Multifamily,2009,5,62190,1.0,44.0,2520310.0,448597.5,9896.950195,63.23,32.0
Multifamily LR (1-4),Low-Rise Multifamily,1979,4,26472,1.0,20.5,541950.875,158836.7031,0.0,3.78,61.0
Multifamily MR (5-9),Mid-Rise Multifamily,1993,5,92342,0.0,45.0,4155007.75,842769.1875,12794.78906,88.0,25.0
NonResidential,Worship Facility,1968,1,24200,1.0,34.20000076,826488.6875,136674.9063,3601.539795,22.38,73.0
Multifamily MR (5-9),Mid-Rise Multifamily,1998,5,33274,1.0,41.0,1113457.75,197558.2031,4393.890137,28.04,96.0
Multifamily LR (1-4),Low-Rise Multifamily,1948,2,31457,1.0,58.90000153,1241410.5,75685.10156,9831.729492,54.02,81.0
Multifamily LR (1-4),Low-Rise Multifamily,1917,4,26246,1.0,72.09999847,1893293.125,70300.10156,16534.29102,89.49,60.0
Multifamily LR (1-4),Low-Rise Multifamily,1961,4,32615,1.0,18.70000076,548201.5,160668.5938,0.0,3.82,92.0
NonResidential,Residence Hall,1981,4,23513,1.0,81.69999695,1740568.25,270940.5938,8161.189941,49.79,81.75
Multifamily MR (5-9),Mid-Rise Multifamily,2002,6,25800,1.0,24.0,618670.875,181322.0,0.0,4.31,90.0
Multifamily MR (5-9),Mid-Rise Multifamily,1998,5,82514,1.0,25.5,2105912.75,437747.5,6123.180176,42.93,85.0
Multifamily LR (1-4),Low-Rise Multifamily,1977,3,22202,1.0,23.5,521341.9063,152796.5938,0.0,3.63,80.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,71280,1.0,34.0,1656025.625,485353.3125,0.0,11.54,54.0
Multifamily LR (1-4),Low-Rise Multifamily,1981,3,35122,1.0,29.20000076,936584.375,274497.0938,0.0,6.53,43.0
Multifamily LR (1-4),Low-Rise Multifamily,1966,3,24259,1.0,22.60000038,547084.375,160341.2969,0.0,3.81,80.375
NonResidential,Self-Storage Facility,1994,3,66610,1.0,9.600000381,640377.0,96545.70313,3109.630127,18.81,88.0
NonResidential,Other,1950,1,36000,1.0,103.0,3646053.75,856634.1875,7232.174316,58.79,50.25
Multifamily LR (1-4),Low-Rise Multifamily,1917,3,22160,1.0,29.79999924,659710.6875,103561.7031,3063.580078,18.73,93.0
Multifamily LR (1-4),Low-Rise Multifamily,1923,3,24650,1.0,39.29999924,969682.8125,141514.0,4868.369629,29.22,89.0
Multifamily LR (1-4),Low-Rise Multifamily,1914,3,30040,1.0,46.59999847,1400962.25,90992.79688,10904.9502,60.08,89.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,3,36885,1.0,28.5,782483.125,229332.5938,0.0,5.45,92.0
Multifamily MR (5-9),Mid-Rise Multifamily,2000,5,49649,1.0,25.10000038,823346.0,241308.9063,0.0,5.74,96.0
Multifamily LR (1-4),Low-Rise Multifamily,1955,3,28094,1.0,32.90000153,924963.875,271091.4063,0.0,6.45,63.0
Multifamily LR (1-4),Low-Rise Multifamily,1927,4,22795,1.0,47.5,1083467.125,59605.5,8800.930664,48.16,92.0
Multifamily MR (5-9),Mid-Rise Multifamily,2013,7,289076,1.0,23.0,4545148.0,1308775.25,796.0599976,35.36,98.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,3,32962,1.0,26.60000038,717197.8125,210198.5938,0.0,5.0,83.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,3,21996,1.0,32.0,586827.5,171989.2969,0.0,4.09,69.375
NonResidential,K-12 School,1938,2,23222,1.0,81.30000305,1219863.125,61771.10156,10091.0,55.06,62.0
Multifamily LR (1-4),Low-Rise Multifamily,1995,3,63590,1.0,25.79999924,1265657.25,370942.9063,0.0,8.82,70.0
Multifamily LR (1-4),Low-Rise Multifamily,1986,3,23346,1.0,39.40000153,919048.6875,269357.6875,0.0,6.41,53.0
NonResidential,Mixed Use Property,1924,2,24476,1.0,111.4000015,2662054.25,315680.3125,15849.53027,91.69,49.25
Multifamily MR (5-9),Mid-Rise Multifamily,1908,5,27320,1.0,28.5,779204.875,228371.9063,0.0,5.43,60.0
NonResidential,Retail Store,1910,2,24750,0.0,34.70000076,782343.8125,85614.79688,4902.259766,28.07,80.875
Multifamily LR (1-4),Low-Rise Multifamily,1924,3,27792,1.0,33.90000153,941366.5,141571.9063,4583.229492,27.71,94.0
Multifamily MR (5-9),Mid-Rise Multifamily,1908,5,23600,1.0,76.90000153,1815371.25,103864.8984,14609.83984,80.06,96.0
NonResidential,K-12 School,1904,3,60000,1.0,74.30000305,3625407.5,450472.5,20883.94922,121.63,52.0
NonResidential,Other,1954,2,46560,1.0,14.80000019,690557.6875,123010.7031,2708.450195,17.31,80.375
Multifamily LR (1-4),Low-Rise Multifamily,1964,4,35138,1.0,23.0,682249.625,199955.9063,0.0,4.76,86.0
Multifamily LR (1-4),Low-Rise Multifamily,1916,3,20340,1.0,65.59999847,1335007.875,74440.79688,10810.16016,59.18,69.0
Multifamily MR (5-9),Mid-Rise Multifamily,1960,5,46527,1.0,57.5,2676594.75,229713.5938,18928.12109,105.99,74.0
Multifamily LR (1-4),Low-Rise Multifamily,1924,3,46274,1.0,53.70000076,2164129.75,119323.7969,17569.96875,96.15,88.0
Multifamily LR (1-4),Low-Rise Multifamily,1977,4,31008,1.0,49.70000076,1207869.875,204079.9063,5115.490234,32.02,24.0
Multifamily MR (5-9),Mid-Rise Multifamily,1968,5,53862,1.0,29.39999962,1435558.125,420738.0,0.0,10.01,90.0
NonResidential,Other,1980,3,30408,1.0,57.59999847,1440554.25,422202.3125,0.0,10.04,61.0
Multifamily MR (5-9),Mixed Use Property,1995,6,33978,1.0,40.20000076,801645.875,210143.0,846.3800659,9.49,69.0
Multifamily MR (5-9),Mid-Rise Multifamily,2007,8,66204,1.0,38.59999847,2217046.0,394591.6875,8706.990234,55.63,83.0
Multifamily MR (5-9),Mid-Rise Multifamily,1998,5,31266,1.0,23.5,560823.625,164368.0,0.0,3.91,75.5
NonResidential,Small- and Mid-Sized Office,1920,3,30109,1.0,51.59999847,1465795.75,278322.0,5161.609863,34.03,89.0
Multifamily LR (1-4),Low-Rise Multifamily,1980,4,27480,1.0,21.60000038,594611.875,174270.7969,0.0,4.15,87.0
SPS-District K-12,K-12 School,1964,2,39929,1.0,45.40000153,1813718.0,312166.1875,7486.066895,47.18,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1947,3,24920,1.0,58.79999924,1466382.25,57113.5,12715.11035,68.89,73.0
NonResidential,Small- and Mid-Sized Office,1960,2,25481,1.0,36.0,917100.3125,64270.60156,6978.089844,38.59,92.0
NonResidential,Senior Care Community,1967,1,141297,1.0,137.5,19423344.0,1992345.25,126254.6016,717.93,76.0
Multifamily HR (10+),High-Rise Multifamily,1983,22,195788,1.0,43.79999924,7459418.0,2186230.0,0.0,52.0,55.0
Multifamily LR (1-4),Low-Rise Multifamily,2007,4,29421,1.0,25.29999924,968448.1875,278727.1875,174.3099976,7.56,90.0
Multifamily MR (5-9),Mid-Rise Multifamily,1997,6,48600,1.0,45.20000076,1822435.25,289366.6875,8351.15918,51.24,90.0
Multifamily MR (5-9),Mid-Rise Multifamily,1991,5,29803,1.0,56.40000153,1396691.875,114328.2031,10066.03906,56.18,69.0
Multifamily LR (1-4),Low-Rise Multifamily,1985,3,40894,1.0,40.5,1222949.25,358425.9063,0.0,8.53,12.0
Multifamily MR (5-9),Mid-Rise Multifamily,2009,5,35843,1.0,32.20000076,779503.625,219178.0938,316.6800232,6.9,70.125
Multifamily LR (1-4),Low-Rise Multifamily,1981,3,47419,1.0,25.70000076,1216545.75,356549.0938,0.0,8.48,75.0
Multifamily MR (5-9),Mid-Rise Multifamily,2013,7,88450,3.0,29.20000076,6582088.5,1686945.75,8262.290039,84.01,98.0
NonResidential,Small- and Mid-Sized Office,1912,2,27788,1.0,56.59999847,2119806.25,486507.6875,4598.419922,35.99,73.0
Multifamily LR (1-4),Low-Rise Multifamily,1979,3,102298,1.0,29.70000076,2616816.75,723319.875,1488.489868,25.11,61.0
Multifamily MR (5-9),Mid-Rise Multifamily,2006,6,524720,2.0,42.0,6411570.5,809425.125,26650.26563,160.79,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1928,4,43096,1.0,59.5,2563933.25,118786.6016,21586.33203,117.47,76.0
Multifamily LR (1-4),Low-Rise Multifamily,1914,4,23242,1.0,29.5,686789.875,201286.5938,0.0,4.79,63.0
Multifamily MR (5-9),Mid-Rise Multifamily,1968,8,49256,1.0,36.0,1775372.25,320089.4063,6832.27002,43.9,96.0
Multifamily LR (1-4),Low-Rise Multifamily,1906,3,33736,1.0,35.20000076,1187540.25,239485.7031,3704.150146,25.37,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1965,4,30240,1.0,23.79999924,659176.1875,193193.5,0.0,4.6,75.0
Multifamily LR (1-4),Low-Rise Multifamily,1926,3,25958,1.0,28.79999924,748335.3125,122263.0,3311.739746,20.5,90.0
Multifamily LR (1-4),Low-Rise Multifamily,1993,4,55372,1.0,41.5,2298815.75,200486.0938,16147.56934,90.53,79.0
NonResidential,Hotel,1990,4,41704,1.0,46.59999847,1943899.25,284054.0,9747.070313,58.52,73.0
Multifamily LR (1-4),Low-Rise Multifamily,1930,3,25380,1.0,50.09999847,1270582.125,58712.80078,10702.54004,58.24,66.0
Multifamily LR (1-4),Low-Rise Multifamily,1965,3,39967,1.0,27.89999962,1037555.125,304090.0,0.0,7.23,52.0
NonResidential,Warehouse,1941,2,22324,1.0,28.0,588856.125,56828.30078,3949.580322,22.33,53.0
NonResidential,Other,1946,2,31360,1.0,53.90000153,1725108.25,330127.1875,5987.140137,39.65,65.0
NonResidential,Mixed Use Property,1947,1,30496,1.0,61.09999847,1992158.25,379793.0938,6963.040039,46.01,65.0
Multifamily LR (1-4),Low-Rise Multifamily,1979,4,99893,1.0,37.79999924,3773034.0,565635.625,18430.84961,111.34,78.0
Multifamily LR (1-4),Low-Rise Multifamily,1984,4,140594,1.0,24.79999924,3484718.25,258991.5938,26010.39063,144.3,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,67304,1.0,33.40000153,2024367.75,303369.5,9892.709961,59.76,64.0
Multifamily LR (1-4),Senior Care Community,2005,4,99941,1.0,47.70000076,4233753.0,855543.625,13146.37988,90.17,78.0
Multifamily LR (1-4),Low-Rise Multifamily,1907,3,22800,1.0,49.59999847,1131770.625,70873.60156,8899.5,48.95,93.0
NonResidential,Small- and Mid-Sized Office,1922,3,27600,1.0,48.0,1072151.375,281869.6875,1104.119995,12.57,84.0
Multifamily LR (1-4),Low-Rise Multifamily,1907,3,26684,1.0,22.20000076,592999.1875,173798.0938,0.0,4.13,93.0
Multifamily MR (5-9),Mid-Rise Multifamily,1923,6,72576,1.0,50.90000153,3694541.25,189205.2031,30489.73047,166.43,97.0
Multifamily MR (5-9),Mid-Rise Multifamily,1926,6,33279,1.0,82.5,2621041.0,122030.2031,22046.73828,119.99,78.0
Multifamily MR (5-9),Mid-Rise Multifamily,1925,8,57504,1.0,35.20000076,1735538.25,345173.9063,5578.047852,37.84,93.0
Multifamily LR (1-4),Low-Rise Multifamily,1906,3,25536,1.0,67.90000153,1732954.25,121828.2969,13172.76074,72.86,97.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,30720,1.0,29.79999924,915286.1875,268255.0,0.0,6.38,87.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,44832,1.0,21.0,815115.5,238896.7031,0.0,5.68,90.0
Multifamily LR (1-4),Low-Rise Multifamily,1968,4,78120,1.0,19.79999924,1384685.0,405827.9063,0.0,9.65,99.0
NonResidential,Senior Care Community,1961,2,55974,1.0,109.5999985,6135173.0,778957.375,34773.69922,203.21,98.0
Multifamily LR (1-4),Low-Rise Multifamily,1916,3,28256,1.0,20.39999962,576038.1875,158556.5938,350.4300232,5.63,93.0
Multifamily LR (1-4),Low-Rise Multifamily,2001,4,39235,1.0,29.0,620104.0,181742.0938,0.0,4.32,81.5
SPS-District K-12,K-12 School,1971,2,52901,1.0,42.29999924,2240342.0,373387.1875,9663.448242,60.2,75.0
Multifamily LR (1-4),Low-Rise Multifamily,1968,3,59502,1.0,37.20000076,2001643.75,586648.1875,0.0,13.95,27.0
NonResidential,Senior Care Community,1954,1,22583,1.0,87.69999695,1981360.0,217967.7031,12376.54004,70.92,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1978,3,21712,1.0,31.60000038,685310.875,200853.0938,0.0,4.78,79.125
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,28187,1.0,21.20000076,596960.125,79719.5,3249.570068,19.15,96.0
NonResidential,Small- and Mid-Sized Office,1997,3,31686,0.0,72.80000305,2305643.5,675745.375,0.0,16.07,35.0
NonResidential,Small- and Mid-Sized Office,1981,3,26694,1.0,28.89999962,720170.6875,211069.9063,0.0,5.02,92.0
Multifamily LR (1-4),Low-Rise Multifamily,1967,4,21440,1.0,24.79999924,532729.625,156134.0938,0.0,3.71,69.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,3,20143,1.0,30.20000076,608491.0,178338.5,0.0,4.24,46.0
Multifamily LR (1-4),Low-Rise Multifamily,1926,3,21158,0.0,36.20000076,766950.8125,90153.5,4593.469727,26.54,90.0
NonResidential,Warehouse,1972,1,29400,1.0,9.100000381,227509.5,66679.20313,0.0,1.59,69.0
NonResidential,Hotel,1992,3,22452,1.0,55.40000153,1244150.0,153688.4063,7197.649902,41.88,85.0
Multifamily MR (5-9),Mid-Rise Multifamily,1989,6,113665,1.0,22.60000038,2567976.75,538463.5,7307.390625,51.62,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1998,3,20448,1.0,39.29999924,787159.6875,132953.0,3335.239502,20.88,80.625
Multifamily HR (10+),High-Rise Multifamily,1971,10,78600,1.0,46.29999924,3637973.0,885164.625,6177.910156,53.87,41.0
Multifamily LR (1-4),Low-Rise Multifamily,1928,3,27996,1.0,34.79999924,830739.8125,132784.2031,3776.799805,23.22,89.0
NonResidential,Other,1912,2,25767,1.0,90.69999695,1581352.75,463467.9063,0.0,11.02,22.0
NonResidential,Retail Store,1953,4,33910,1.0,62.79999924,1822834.25,372252.0938,5527.100098,38.21,75.0
NonResidential,Worship Facility,1927,2,78401,1.0,31.39999962,2462408.25,275490.5938,15224.33984,87.41,54.625
Multifamily LR (1-4),Low-Rise Multifamily,1923,3,26008,1.0,47.20000076,1131962.375,66868.20313,9038.080078,49.59,83.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,4,34962,1.0,20.89999962,729096.875,213686.0938,0.0,5.08,74.0
Multifamily LR (1-4),Low-Rise Multifamily,1959,4,26185,1.0,23.89999962,625988.625,183466.7031,0.0,4.36,90.0
Multifamily MR (5-9),Mid-Rise Multifamily,2007,7,130600,1.0,25.70000076,3358983.5,984461.625,0.0,23.42,92.0
Multifamily LR (1-4),Low-Rise Multifamily,1926,3,22018,1.0,24.20000076,533669.125,84041.0,2469.209961,15.11,92.0
Multifamily LR (1-4),Low-Rise Multifamily,1983,4,25721,1.0,38.79999924,948676.5,278041.0938,0.0,6.61,21.0
Multifamily LR (1-4),Low-Rise Multifamily,1985,3,27432,1.0,28.20000076,791052.875,231844.2969,0.0,5.51,87.0
Multifamily MR (5-9),Senior Care Community,1955,7,95599,1.0,88.5,8136665.5,706223.6875,57270.30078,320.96,44.0
Multifamily LR (1-4),Low-Rise Multifamily,1930,3,32810,1.0,72.5,1969746.25,66025.89844,17444.66016,94.22,70.0
NonResidential,Warehouse,1979,2,78716,1.0,52.09999847,4103800.75,1078782.625,4229.939941,48.13,38.0
NonResidential,K-12 School,1910,2,33300,1.0,51.90000153,1594733.625,98448.60156,12588.27051,69.2,92.0
NonResidential,Supermarket / Grocery Store,1957,1,28808,1.0,296.2000122,9232576.0,1674540.0,35190.44922,226.73,29.0
Multifamily LR (1-4),Low-Rise Multifamily,1978,4,23101,1.0,28.0,647906.1875,189890.4063,0.0,4.52,65.0
Multifamily LR (1-4),Low-Rise Multifamily,1974,4,81821,1.0,35.29999924,2404045.25,704585.3125,0.0,16.76,30.0
Multifamily LR (1-4),Low-Rise Multifamily,1908,3,135608,1.0,30.39999962,5088349.5,1108304.25,13068.15039,95.77,83.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,41126,1.0,50.5,2077613.25,327498.0,9601.899414,58.79,26.0
Multifamily LR (1-4),Low-Rise Multifamily,1977,4,29088,1.0,23.5,571520.8125,167503.0938,0.0,3.98,92.0
Multifamily LR (1-4),Low-Rise Multifamily,1965,4,30034,1.0,23.79999924,669719.0,196283.4063,0.0,4.67,95.0
Multifamily MR (5-9),Mid-Rise Multifamily,1975,6,30481,1.0,26.5,592739.3125,173721.9063,0.0,4.13,77.5
Multifamily MR (5-9),Mid-Rise Multifamily,1981,5,20280,1.0,28.5,577328.6875,169205.4063,0.0,4.02,82.625
Multifamily LR (1-4),Low-Rise Multifamily,1997,4,43644,1.0,32.09999847,1069459.125,186335.9063,4336.810059,27.47,88.0
Multifamily MR (5-9),Mid-Rise Multifamily,1998,5,37002,1.0,20.0,740790.5,217113.2969,0.0,5.16,98.0
NonResidential,Small- and Mid-Sized Office,1957,1,27966,1.0,52.5,1100499.75,322538.0,0.0,7.67,58.0
NonResidential,Supermarket / Grocery Store,1950,1,26226,1.0,293.7999878,7588060.5,1567839.875,22385.90039,156.18,37.0
Multifamily LR (1-4),Low-Rise Multifamily,1919,4,20600,1.0,71.59999847,1475475.5,113656.1016,10876.80957,60.47,53.75
NonResidential,Mixed Use Property,1928,2,20760,1.1068883610451306,54.73211639909587,5403667.294533343,1086638.9665709303,13685.04537626651,119.72397089397089,67.91867350967233
NonResidential,Mixed Use Property,1976,2,34948,1.0,60.5,1159807.125,339920.0,0.0,8.09,17.0
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,34090,1.0,30.10000038,1027675.875,301194.5,0.0,7.16,66.0
Multifamily HR (10+),Senior Care Community,1965,10,198752,1.0,111.0,22055140.0,1942934.25,154258.4844,865.48,24.0
Multifamily LR (1-4),Low-Rise Multifamily,1958,3,38035,1.0,26.60000038,1012316.875,250263.7031,1584.169922,14.37,86.0
Multifamily LR (1-4),Low-Rise Multifamily,2008,4,191226,1.0,28.10000038,8987012.0,1559795.25,36649.90234,231.75,85.0
Multifamily LR (1-4),Low-Rise Multifamily,1986,4,55624,1.0,26.10000038,1069490.125,313449.5938,0.0,7.46,97.0
Multifamily HR (10+),High-Rise Multifamily,1969,11,94410,1.0,52.70000076,4973948.5,1166893.625,9925.070313,80.47,22.0
Multifamily MR (5-9),Mid-Rise Multifamily,1910,5,40420,1.0,34.29999924,1385697.0,219968.9063,6351.629883,38.97,96.0
Multifamily MR (5-9),Mid-Rise Multifamily,2004,5,26583,1.0,71.09999847,1547116.0,310686.5938,4870.530762,33.26,75.875
